title,title_href,mc_link,genre,certificate,votes,metascore,directors,stars,runtime,rating,introduction,produce_year
Harry Potter and the Prisoner of Azkaban,/title/tt0304141/,https://www.metacritic.com/movie/harry-potter-and-the-prisoner-of-azkaban?ftag=MCD-06-10aaa1c,"Adventure,Family,Fantasy",PG,606274,82.0,PG,142 min,142,7.9,"Harry Potter, Ron and Hermione return to Hogwarts School of Witchcraft and Wizardry for their third year of study, where they delve into the mystery surrounding an escaped prisoner who poses a dangerous threat to the young wizard.",2004
The Girl with the Dragon Tattoo,/title/tt1568346/,https://www.metacritic.com/movie/the-girl-with-the-dragon-tattoo-2011?ftag=MCD-06-10aaa1c,"Crime,Drama,Mystery",R,451497,71.0,R,158 min,158,7.8,"Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker.",2011
Star Wars: Episode VII - The Force Awakens,/title/tt2488496/,https://www.metacritic.com/movie/star-wars-episode-vii---the-force-awakens?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG-13,901707,80.0,PG-13,138 min,138,7.8,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",2015
Alien,/title/tt0078748/,https://www.metacritic.com/movie/alien-1979?ftag=MCD-06-10aaa1c,"Horror,Sci-Fi",R,844368,89.0,R,117 min,117,8.4,The crew of a commercial spacecraft encounter a deadly lifeform after investigating an unknown transmission.,1979
Straight Outta Compton,/title/tt1398426/,https://www.metacritic.com/movie/straight-outta-compton?ftag=MCD-06-10aaa1c,"Biography,Drama,History",R,194612,72.0,R,147 min,147,7.8,"The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",2015
The Social Network,/title/tt1285016/,https://www.metacritic.com/movie/the-social-network?ftag=MCD-06-10aaa1c,"Biography,Drama",PG-13,675365,95.0,PG-13,120 min,120,7.7,"As Harvard student Mark Zuckerberg creates the social networking site that would become known as Facebook, he is sued by the twins who claimed he stole their idea, and by the co-founder who was later squeezed out of the business.",2010
Green Book,/title/tt6966692/,https://www.metacritic.com/movie/green-book?ftag=MCD-06-10aaa1c,"Biography,Comedy,Drama",PG-13,452580,69.0,PG-13,130 min,130,8.2,A working-class Italian-American bouncer becomes the driver of an African-American classical pianist on a tour of venues through the 1960s American South.,2018
The Avengers,/title/tt0848228/,https://www.metacritic.com/movie/the-avengers-2012?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG-13,1340708,69.0,PG-13,143 min,143,8.0,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,2012
Scarface,/title/tt0086250/,https://www.metacritic.com/movie/scarface?ftag=MCD-06-10aaa1c,"Crime,Drama",R,800828,65.0,R,170 min,170,8.3,"In 1980 Miami, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",1983
Logan,/title/tt3315342/,https://www.metacritic.com/movie/logan-2017?ftag=MCD-06-10aaa1c,"Action,Drama,Sci-Fi",R,715516,77.0,R,137 min,137,8.1,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",2017
Iron Man,/title/tt0371746/,https://www.metacritic.com/movie/iron-man?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG-13,1014706,79.0,PG-13,126 min,126,7.9,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",2008
The Hunt,/title/tt2106476/,https://www.metacritic.com/movie/the-hunt?ftag=MCD-06-10aaa1c,Drama,R,315032,77.0,R,115 min,115,8.3,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",2012
The Usual Suspects,/title/tt0114814/,https://www.metacritic.com/movie/the-usual-suspects?ftag=MCD-06-10aaa1c,"Crime,Drama,Mystery",R,1051483,77.0,R,106 min,106,8.5,"A sole survivor tells of the twisty events leading up to a horrific gun battle on a boat, which began when five criminals met at a seemingly random police lineup.",1995
Harry Potter and the Deathly Hallows: Part 2,/title/tt1201607/,https://www.metacritic.com/movie/harry-potter-and-the-deathly-hallows-part-2?ftag=MCD-06-10aaa1c,"Adventure,Fantasy,Mystery",PG-13,833722,85.0,PG-13,130 min,130,8.1,"Harry, Ron, and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts.",2011
Hell or High Water,/title/tt2582782/,https://www.metacritic.com/movie/hell-or-high-water?ftag=MCD-06-10aaa1c,"Action,Crime,Drama",R,222278,88.0,R,102 min,102,7.6,A divorced father and his ex-con older brother resort to a desperate scheme in order to save their family's ranch in West Texas.,2016
The Revenant,/title/tt1663202/,https://www.metacritic.com/movie/the-revenant-2015?ftag=MCD-06-10aaa1c,"Action,Adventure,Drama",R,768258,76.0,R,156 min,156,8.0,A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.,2015
Rogue One: A Star Wars Story,/title/tt3748528/,https://www.metacritic.com/movie/rogue-one-a-star-wars-story?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG-13,597784,65.0,PG-13,133 min,133,7.8,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",2016
Terminator 2: Judgment Day,/title/tt0103064/,https://www.metacritic.com/movie/terminator-2-judgment-day?ftag=MCD-06-10aaa1c,"Action,Sci-Fi",R,1057714,75.0,R,137 min,137,8.5,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten-year-old son John from a more advanced and powerful cyborg.",1991
The Martian,/title/tt3659388/,https://www.metacritic.com/movie/the-martian?ftag=MCD-06-10aaa1c,"Adventure,Drama,Sci-Fi",PG-13,818727,80.0,PG-13,144 min,144,8.0,"An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.",2015
The Irishman,/title/tt1302006/,https://www.metacritic.com/movie/the-irishman?ftag=MCD-06-10aaa1c,"Biography,Crime,Drama",R,365835,94.0,R,209 min,209,7.8,Hitman Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family.,2019
The Big Lebowski,/title/tt0118715/,https://www.metacritic.com/movie/the-big-lebowski?ftag=MCD-06-10aaa1c,"Comedy,Crime",R,783345,71.0,R,117 min,117,8.1,"Ultimate L.A. slacker Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for a rug ruined by debt collectors, enlisting his bowling buddies for help while trying to find the millionaire's missing wife.",1998
Black Hawk Down,/title/tt0265086/,https://www.metacritic.com/movie/black-hawk-down?ftag=MCD-06-10aaa1c,"Action,Drama,History",R,385581,74.0,R,144 min,144,7.7,"The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily-armed Somalis.",2001
Dunkirk,/title/tt5013056/,https://www.metacritic.com/movie/dunkirk?ftag=MCD-06-10aaa1c,"Action,Drama,History",PG-13,620265,94.0,PG-13,106 min,106,7.8,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",2017
The Godfather: Part II,/title/tt0071562/,https://www.metacritic.com/movie/the-godfather-part-ii?ftag=MCD-06-10aaa1c,"Crime,Drama",R,1216363,90.0,R,202 min,202,9.0,"The early life and career of Vito Corleone in 1920s New York City is portrayed, while his son, Michael, expands and tightens his grip on the family crime syndicate.",1974
Harry Potter and the Deathly Hallows: Part 1,/title/tt0926084/,https://www.metacritic.com/movie/harry-potter-and-the-deathly-hallows-part-i?ftag=MCD-06-10aaa1c,"Adventure,Family,Fantasy",PG-13,523884,65.0,PG-13,146 min,146,7.7,"As Harry, Ron, and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",2010
La La Land,/title/tt3783958/,https://www.metacritic.com/movie/la-la-land?ftag=MCD-06-10aaa1c,"Comedy,Drama,Music",PG-13,557401,94.0,PG-13,128 min,128,8.0,"While navigating their careers in Los Angeles, a pianist and an actress fall in love while attempting to reconcile their aspirations for the future.",2016
The Sixth Sense,/title/tt0167404/,https://www.metacritic.com/movie/the-sixth-sense?ftag=MCD-06-10aaa1c,"Drama,Mystery,Thriller",PG-13,960288,64.0,PG-13,107 min,107,8.1,"A frightened, withdrawn Philadelphia boy who communicates with spirits seeks the help of a disheartened child psychologist.",1999
Aliens,/title/tt0090605/,https://www.metacritic.com/movie/aliens?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",R,693384,84.0,R,137 min,137,8.3,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.",1986
Guardians of the Galaxy Vol. 2,/title/tt3896198/,https://www.metacritic.com/movie/guardians-of-the-galaxy-vol-2?ftag=MCD-06-10aaa1c,"Action,Adventure,Comedy",PG-13,638520,67.0,PG-13,136 min,136,7.6,"The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father the ambitious celestial being Ego.",2017
Despicable Me,/title/tt1323594/,https://www.metacritic.com/movie/despicable-me?ftag=MCD-06-10aaa1c,"Animation,Adventure,Comedy",PG,528255,72.0,PG,95 min,95,7.6,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better.",2010
The Perks of Being a Wallflower,/title/tt1659337/,https://www.metacritic.com/movie/the-perks-of-being-a-wallflower?ftag=MCD-06-10aaa1c,"Drama,Romance",PG-13,493139,67.0,PG-13,103 min,103,7.9,An introvert freshman is taken under the wings of two seniors who welcome him to the real world.,2012
One Flew Over the Cuckoo's Nest,/title/tt0073486/,https://www.metacritic.com/movie/one-flew-over-the-cuckoos-nest?ftag=MCD-06-10aaa1c,Drama,R,974376,84.0,R,133 min,133,8.7,"A criminal pleads insanity and is admitted to a mental institution, where he rebels against the oppressive nurse and rallies up the scared patients.",1975
Casablanca,/title/tt0034583/,https://www.metacritic.com/movie/casablanca?ftag=MCD-06-10aaa1c,"Drama,Romance,War",PG,554653,100.0,PG,102 min,102,8.5,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,1942
Black Swan,/title/tt0947798/,https://www.metacritic.com/movie/black-swan?ftag=MCD-06-10aaa1c,"Drama,Thriller",R,739329,79.0,R,108 min,108,8.0,"A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake"".",2010
The Imitation Game,/title/tt2084970/,https://www.metacritic.com/movie/the-imitation-game?ftag=MCD-06-10aaa1c,"Biography,Drama,Thriller",PG-13,739156,71.0,PG-13,114 min,114,8.0,"During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life.",2014
Brokeback Mountain,/title/tt0388795/,https://www.metacritic.com/movie/brokeback-mountain?ftag=MCD-06-10aaa1c,"Drama,Romance",R,346553,87.0,R,134 min,134,7.7,Ennis and Jack are two shepherds who develop a sexual and emotional relationship. Their relationship becomes complicated when both of them get married to their respective girlfriends.,2005
Boogie Nights,/title/tt0118749/,https://www.metacritic.com/movie/boogie-nights?ftag=MCD-06-10aaa1c,Drama,R,256741,85.0,R,155 min,155,7.9,"Back when sex was safe, pleasure was a business and business was booming, an idealistic porn producer aspires to elevate his craft to an art when he discovers a hot young talent.",1997
Captain America: Civil War,/title/tt3498820/,https://www.metacritic.com/movie/captain-america-civil-war?ftag=MCD-06-10aaa1c,"Action,Adventure,Sci-Fi",PG-13,740753,75.0,PG-13,147 min,147,7.8,Political involvement in the Avengers' affairs causes a rift between Captain America and Iron Man.,2016
Catch Me If You Can,/title/tt0264464/,https://www.metacritic.com/movie/catch-me-if-you-can?ftag=MCD-06-10aaa1c,"Biography,Crime,Drama",PG-13,923512,75.0,PG-13,141 min,141,8.1,"Barely 21 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",2002
Memento,/title/tt0209144/,https://www.metacritic.com/movie/memento?ftag=MCD-06-10aaa1c,"Mystery,Thriller",R,1195594,80.0,R,113 min,113,8.4,A man with short-term memory loss attempts to track down his wife's murderer.,2000
Spirited Away,/title/tt0245429/,https://www.metacritic.com/movie/spirited-away?ftag=MCD-06-10aaa1c,"Animation,Adventure,Family",PG,720370,96.0,PG,125 min,125,8.6,"During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches, and spirits, and where humans are changed into beasts.",2001
Star Wars: Episode V - The Empire Strikes Back,/title/tt0080684/,https://www.metacritic.com/movie/star-wars-episode-v---the-empire-strikes-back?ftag=MCD-06-10aaa1c,"Action,Adventure,Fantasy",PG,1236146,82.0,PG,124 min,124,8.7,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett.",1980
Stardust,/title/tt0486655/,https://www.metacritic.com/movie/stardust?ftag=MCD-06-10aaa1c,"Adventure,Family,Fantasy",PG-13,267512,66.0,PG-13,127 min,127,7.6,"In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm.",2007
The Shining,/title/tt0081505/,https://www.metacritic.com/movie/the-shining?ftag=MCD-06-10aaa1c,"Drama,Horror",R,972709,66.0,R,146 min,146,8.4,"A family heads to an isolated hotel for the winter where a sinister presence influences the father into violence, while his psychic son sees horrific forebodings from both past and future.",1980
