title,title_href,mc_link,genre,certificate,votes,metascore,directors,stars,introduction,produce_year,runtime,rating
A Prophet,/title/tt1235166/,https://www.metacritic.com/movie/a-prophet?ftag=MCD-06-10aaa1c,"Crime,Drama",R,97478,90,R,155 min,"
A young Algerian man is sent to a French prison.",2009,155,7.9
3-Iron,/title/tt0423866/,https://www.metacritic.com/movie/3-iron?ftag=MCD-06-10aaa1c,"Crime,Drama,Romance",R,54129,72,R,88 min,"
A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.",2004,88,8.0
Wait Until Dark,/title/tt0062467/,https://www.metacritic.com/movie/wait-until-dark?ftag=MCD-06-10aaa1c,Thriller,Not Rated,30003,81,Not Rated,108 min,"
A recently blinded woman is terrorized by a trio of thugs while they search for a heroin-stuffed doll they believe is in her apartment.",1967,108,7.8
The Sea Inside,/title/tt0369702/,https://www.metacritic.com/movie/the-sea-inside?ftag=MCD-06-10aaa1c,"Biography,Drama",PG-13,80742,74,PG-13,126 min,"
The factual story of Spaniard Ramon Sampedro, who fought a 28 year campaign in favour of euthanasia and his own right to die.",I 2004,126,8.0
Drishyam,/title/tt4430212/,https://www.metacritic.com/movie/the-sea-inside?ftag=MCD-06-10aaa1c,"Crime,Drama,Mystery",Not Rated,78669,,Not Rated,163 min,"
Desperate measures are taken by a man who tries to save his family from the dark side of the law, after they commit an unexpected crime.",2015,163,8.2
His Girl Friday,/title/tt0032599/,https://www.metacritic.com/movie/the-sea-inside?ftag=MCD-06-10aaa1c,"Comedy,Drama,Romance",Passed,57426,,Passed,92 min,"
A newspaper editor uses every trick in the book to keep his ace reporter ex-wife from remarrying.",1940,92,7.9
Raatchasan,/title/tt7060344/,https://www.metacritic.com/movie/the-sea-inside?ftag=MCD-06-10aaa1c,"Crime,Drama,Mystery",Not Rated,38088,,Not Rated,170 min,"
A sub-inspector sets out in pursuit of a mysterious serial killer who targets teen school girls and murders them brutally.",2018,170,8.4
Leviathan,/title/tt2802154/,https://www.metacritic.com/movie/leviathan-2014?ftag=MCD-06-10aaa1c,"Crime,Drama",R,52490,92,R,140 min,"
In a Russian coastal town, Kolya is forced to fight the corrupt mayor when he is told that his house will be demolished. He recruits a lawyer friend to help, but the man's arrival brings further misfortune for Kolya and his family.",2014,140,7.6
The Diving Bell and the Butterfly,/title/tt0401383/,https://www.metacritic.com/movie/the-diving-bell-and-the-butterfly?ftag=MCD-06-10aaa1c,"Biography,Drama",PG-13,106744,92,PG-13,112 min,"
The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.",2007,112,8.0
When Marnie Was There,/title/tt3398268/,https://www.metacritic.com/movie/when-marnie-was-there?ftag=MCD-06-10aaa1c,"Animation,Drama,Family",PG,38304,72,PG,103 min,"
Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.",2014,103,7.7
Mr. Smith Goes to Washington,/title/tt0031679/,https://www.metacritic.com/movie/mr-smith-goes-to-washington?ftag=MCD-06-10aaa1c,"Comedy,Drama",Passed,113513,73,Passed,129 min,"
A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.",1939,129,8.1
Night on Earth,/title/tt0102536/,https://www.metacritic.com/movie/night-on-earth?ftag=MCD-06-10aaa1c,"Comedy,Drama",R,59231,68,R,129 min,"
An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.",1991,129,7.7
Out of the Past,/title/tt0039689/,https://www.metacritic.com/movie/night-on-earth?ftag=MCD-06-10aaa1c,"Crime,Drama,Film-Noir",Not Rated,36153,,Not Rated,97 min,"
A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses and duplicitous dames.",1947,97,8.0
The Day of the Jackal,/title/tt0069947/,https://www.metacritic.com/movie/the-day-of-the-jackal?ftag=MCD-06-10aaa1c,"Crime,Drama,Thriller",PG,40124,80,PG,143 min,"
In the aftermath of France allowing Algeria's independence, a group of resentful military veterans hire a professional assassin codenamed ""Jackal"" to kill President Charles de Gaulle.",1973,143,7.8
Lilya 4-Ever,/title/tt0300140/,https://www.metacritic.com/movie/lilya-4-ever?ftag=MCD-06-10aaa1c,"Crime,Drama",R,44972,82,R,109 min,"
Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life.",2002,109,7.8
Fitzcarraldo,/title/tt0083946/,https://www.metacritic.com/movie/lilya-4-ever?ftag=MCD-06-10aaa1c,"Adventure,Drama",PG,34132,,PG,158 min,"
The story of Brian Sweeney Fitzgerald, an extremely determined man who intends to build an opera house in the middle of a jungle.",1982,158,8.1
All Quiet on the Western Front,/title/tt0020629/,https://www.metacritic.com/movie/all-quiet-on-the-western-front?ftag=MCD-06-10aaa1c,"Drama,War",Passed,60331,91,Passed,152 min,"
A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",1930,152,8.1
Invasion of the Body Snatchers,/title/tt0049366/,https://www.metacritic.com/movie/invasion-of-the-body-snatchers-1956?ftag=MCD-06-10aaa1c,"Drama,Horror,Sci-Fi",Approved,48444,92,Approved,80 min,"
A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.",1956,80,7.7
The Thin Man,/title/tt0025878/,https://www.metacritic.com/movie/the-thin-man?ftag=MCD-06-10aaa1c,"Comedy,Mystery",TV-PG,28939,86,TV-PG,91 min,"
Former detective Nick Charles and his wealthy wife Nora investigate a murder case, mostly for the fun of it.",1934,91,8.0
"Aguirre, the Wrath of God",/title/tt0068182/,https://www.metacritic.com/movie/the-thin-man?ftag=MCD-06-10aaa1c,"Action,Adventure,Biography",Not Rated,55965,,Not Rated,95 min,"
In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado.",1972,95,7.9
Underground,/title/tt0114787/,https://www.metacritic.com/movie/underground?ftag=MCD-06-10aaa1c,"Comedy,Drama,Fantasy",Not Rated,57677,79,Not Rated,167 min,"
A group of Serbian socialists prepares for the war in a surreal underground filled by parties, tragedies, love, and hate.",1995,167,8.1
My Name Is Khan,/title/tt1188996/,https://www.metacritic.com/movie/my-name-is-khan?ftag=MCD-06-10aaa1c,"Drama,Romance",PG-13,104294,,PG-13,165 min,"
An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.",2010,165,8.0
Arsenic and Old Lace,/title/tt0036613/,https://www.metacritic.com/movie/my-name-is-khan?ftag=MCD-06-10aaa1c,"Comedy,Crime,Thriller",Not Rated,69710,,Not Rated,118 min,"
A Brooklyn writer of books on the futility of marriage risks his reputation when he decides to tie the knot. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.",1943,118,8.0
The Kid,/title/tt0012349/,https://www.metacritic.com/movie/my-name-is-khan?ftag=MCD-06-10aaa1c,"Comedy,Drama,Family",Passed,123318,,Passed,68 min,"
The Tramp cares for an abandoned child, but events put that relationship in jeopardy.",1921,68,8.3
The Triplets of Belleville,/title/tt0286244/,https://www.metacritic.com/movie/the-triplets-of-belleville?ftag=MCD-06-10aaa1c,"Animation,Comedy,Drama",PG-13,53837,91,PG-13,80 min,"
When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",2003,80,7.8
Pather Panchali,/title/tt0048473/,https://www.metacritic.com/movie/the-triplets-of-belleville?ftag=MCD-06-10aaa1c,Drama,Not Rated,30656,,Not Rated,125 min,"
Impoverished priest Harihar Ray, dreaming of a better life for himself and his family, leaves his rural Bengal village in search of work.",1955,125,8.4
Wolf Children,/title/tt2140203/,https://www.metacritic.com/movie/wolf-children?ftag=MCD-06-10aaa1c,"Animation,Drama,Fantasy",PG,43222,71,PG,117 min,"
After her werewolf lover unexpectedly dies in an accident while hunting for food for their children, a young woman must find ways to raise the werewolf son and daughter that she had with him while keeping their trait hidden from society.",2012,117,8.1
Repulsion,/title/tt0059646/,https://www.metacritic.com/movie/repulsion-re-release?ftag=MCD-06-10aaa1c,"Drama,Horror,Thriller",Not Rated,52242,91,Not Rated,105 min,"
A sex-repulsed woman who disapproves of her sister's boyfriend sinks into depression and has horrific visions of rape and violence.",1965,105,7.7
Song of the Sea,/title/tt1865505/,https://www.metacritic.com/movie/song-of-the-sea?ftag=MCD-06-10aaa1c,"Animation,Adventure,Drama",PG,56757,85,PG,93 min,"
Ben, a young Irish boy, and his little sister Saoirse, a girl who can turn into a seal, go on an adventure to free the fairies and save the spirit world.",2014,93,8.1
Jules and Jim,/title/tt0055032/,https://www.metacritic.com/movie/jules-and-jim?ftag=MCD-06-10aaa1c,"Drama,Romance",Not Rated,40554,97,Not Rated,105 min,"
Decades of a love triangle concerning two friends and an impulsive woman.",1962,105,7.8
Adam's Apples,/title/tt0418455/,https://www.metacritic.com/movie/adams-apples?ftag=MCD-06-10aaa1c,"Comedy,Crime,Drama",R,49625,,R,94 min,"
A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.",2005,94,7.8
Tokyo Story,/title/tt0046438/,https://www.metacritic.com/movie/adams-apples?ftag=MCD-06-10aaa1c,Drama,Not Rated,59578,,Not Rated,136 min,"
An old couple visit their children and grandchildren in the city, but receive little attention.",1953,136,8.2
Shine,/title/tt0117631/,https://www.metacritic.com/movie/shine?ftag=MCD-06-10aaa1c,"Biography,Drama,Music",PG-13,53643,87,PG-13,105 min,"
Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",1996,105,7.7
Hard Boiled,/title/tt0104684/,https://www.metacritic.com/movie/shine?ftag=MCD-06-10aaa1c,"Action,Crime,Thriller",R,49524,,R,128 min,"
A tough-as-nails cop teams up with an undercover agent to shut down a sinister mobster and his crew.",1992,128,7.8
The Vanishing,/title/tt0096163/,https://www.metacritic.com/movie/shine?ftag=MCD-06-10aaa1c,"Mystery,Thriller",Not Rated,37780,,Not Rated,107 min,"
Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",1988,107,7.7
The Adventures of Robin Hood,/title/tt0029843/,https://www.metacritic.com/movie/the-adventures-of-robin-hood-re-release?ftag=MCD-06-10aaa1c,"Action,Adventure,Romance",PG,50180,97,PG,102 min,"
When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence in 1190s England, a Saxon lord fights back as the outlaw leader of a resistance movement.",1938,102,7.9
The Little Prince,/title/tt1754656/,https://www.metacritic.com/movie/the-little-prince?ftag=MCD-06-10aaa1c,"Animation,Adventure,Drama",PG,60686,70,PG,108 min,"
A little girl lives in a very grown-up world with her mother, who tries to prepare her for it. Her neighbor, the Aviator, introduces the girl to an extraordinary world where anything is possible, the world of the Little Prince.",2015,108,7.7
The Tenant,/title/tt0074811/,https://www.metacritic.com/movie/the-tenant?ftag=MCD-06-10aaa1c,"Drama,Thriller",R,42995,71,R,126 min,"
A bureaucrat rents a Paris apartment where he finds himself drawn into a rabbit hole of dangerous paranoia.",1976,126,7.6
In Cold Blood,/title/tt0061809/,https://www.metacritic.com/movie/in-cold-blood-re-release?ftag=MCD-06-10aaa1c,"Biography,Crime,Drama",R,26143,89,R,134 min,"
Two ex-cons murder a family in a robbery attempt, before going on the run from the authorities. The police try to piece together the details of the murder in an attempt to track down the killers.",1967,134,7.9
In a Lonely Place,/title/tt0042593/,https://www.metacritic.com/movie/in-cold-blood-re-release?ftag=MCD-06-10aaa1c,"Drama,Film-Noir,Mystery",Not Rated,30508,,Not Rated,94 min,"
A potentially violent screenwriter is a murder suspect until his lovely neighbor clears him. However, she soon starts to have her doubts.",1950,94,8.0
Inherit the Wind,/title/tt0053946/,https://www.metacritic.com/movie/inherit-the-wind?ftag=MCD-06-10aaa1c,"Biography,Drama,History",Passed,29601,75,Passed,128 min,"
Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution.",1960,128,8.1
The Discreet Charm of the Bourgeoisie,/title/tt0068361/,https://www.metacritic.com/movie/the-discreet-charm-of-the-bourgeoisie-re-release?ftag=MCD-06-10aaa1c,Comedy,PG,41965,93,PG,102 min,"
A surreal, virtually plotless series of dreams centered around six middle-class people and their consistently interrupted attempts to have a meal together.",1972,102,7.9
Nights of Cabiria,/title/tt0050783/,https://www.metacritic.com/movie/the-discreet-charm-of-the-bourgeoisie-re-release?ftag=MCD-06-10aaa1c,Drama,Not Rated,47743,,Not Rated,110 min,"
A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.",1957,110,8.1
Zindagi Na Milegi Dobara,/title/tt1562872/,https://www.metacritic.com/movie/the-discreet-charm-of-the-bourgeoisie-re-release?ftag=MCD-06-10aaa1c,"Comedy,Drama,Musical",Not Rated,74872,,Not Rated,155 min,"
Three friends decide to turn their fantasy vacation into reality after one of their friends gets engaged.",2011,155,8.2
Taste of Cherry,/title/tt0120265/,https://www.metacritic.com/movie/taste-of-cherry?ftag=MCD-06-10aaa1c,Drama,Not Rated,29078,80,Not Rated,95 min,"
An Iranian man drives his truck in search of someone who will quietly bury him under a cherry tree after he commits suicide.",1997,95,7.8
The Umbrellas of Cherbourg,/title/tt0058450/,https://www.metacritic.com/movie/the-umbrellas-of-cherbourg?ftag=MCD-06-10aaa1c,"Drama,Musical,Romance",Not Rated,26711,86,Not Rated,91 min,"
A young woman separated from her lover by war faces a life-altering decision.",1964,91,7.8
Bajrangi Bhaijaan,/title/tt3863552/,https://www.metacritic.com/movie/the-umbrellas-of-cherbourg?ftag=MCD-06-10aaa1c,"Action,Adventure,Comedy",Not Rated,83588,,Not Rated,163 min,"
An Indian man with a magnanimous heart takes a young mute Pakistani girl back to her homeland to reunite her with her family.",2015,163,8.0
Cowboy Bebop: The Movie,/title/tt0275277/,https://www.metacritic.com/movie/cowboy-bebop-the-movie-knockin-on-heavens-door?ftag=MCD-06-10aaa1c,"Animation,Action,Crime",TV-14,47346,61,TV-14,115 min,"
A terrorist explosion releases a deadly virus on the masses, and it's up the bounty-hunting Bebop crew to catch the cold-blooded culprit.",2001,115,7.9
Key Largo,/title/tt0040506/,https://www.metacritic.com/movie/cowboy-bebop-the-movie-knockin-on-heavens-door?ftag=MCD-06-10aaa1c,"Action,Crime,Drama",Not Rated,39941,,Not Rated,100 min,"
A man visits his war buddy's family hotel and finds a gangster running things. As a hurricane approaches, the two end up confronting each other.",1948,100,7.8
Autumn Sonata,/title/tt0077711/,https://www.metacritic.com/movie/cowboy-bebop-the-movie-knockin-on-heavens-door?ftag=MCD-06-10aaa1c,"Drama,Music",PG,33205,,PG,99 min,"
A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young.",1978,99,8.2
The Invisible Man,/title/tt0024184/,https://www.metacritic.com/movie/the-invisible-man-1933?ftag=MCD-06-10aaa1c,"Horror,Sci-Fi",TV-PG,34001,87,TV-PG,71 min,"
A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.",1933,71,7.7
The Sacrifice,/title/tt0091670/,https://www.metacritic.com/movie/the-invisible-man-1933?ftag=MCD-06-10aaa1c,Drama,PG,27428,,PG,149 min,"
At the dawn of World War III, a man searches for a way to restore peace to the world and finds he must give something in return.",1986,149,8.0
The Asphalt Jungle,/title/tt0042208/,https://www.metacritic.com/movie/the-invisible-man-1933?ftag=MCD-06-10aaa1c,"Crime,Drama,Film-Noir",Passed,26176,,Passed,112 min,"
A major heist goes off as planned, but then double crosses, bad luck and solid police work cause everything to unravel.",1950,112,7.9
Scarface,/title/tt0023427/,https://www.metacritic.com/movie/scarface-1932?ftag=MCD-06-10aaa1c,"Action,Crime,Drama",PG,27396,87,PG,93 min,"
An ambitious and nearly insane violent gangster climbs the ladder of success in the mob, but his weaknesses prove to be his downfall.",1932,93,7.7
Elite Squad,/title/tt0861739/,https://www.metacritic.com/movie/elite-squad?ftag=MCD-06-10aaa1c,"Action,Crime,Drama",R,102220,,R,115 min,"
In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits.",2007,115,8.0
Batman: Mask of the Phantasm,/title/tt0106364/,https://www.metacritic.com/movie/elite-squad?ftag=MCD-06-10aaa1c,"Animation,Action,Adventure",PG,47992,,PG,76 min,"
Batman is wrongly implicated in a series of murders of mob bosses actually done by a new vigilante assassin.",1993,76,7.8
Land of Mine,/title/tt3841424/,https://www.metacritic.com/movie/land-of-mine?ftag=MCD-06-10aaa1c,"Drama,History,War",R,39870,75,R,100 min,"
In post-World War II Denmark, a group of young German POWs are forced to clear a beach of thousands of land mines under the watch of a Danish Sergeant who slowly learns to appreciate their plight.",2015,100,7.8
"Duck, You Sucker!",/title/tt0067140/,https://www.metacritic.com/movie/duck-you-sucker?ftag=MCD-06-10aaa1c,"Drama,War,Western",PG,33870,77,PG,138 min,"
A low-life bandit and an I.R.A. explosives expert rebel against the government and become heroes of the Mexican Revolution.",1971,138,7.6
"I, Daniel Blake",/title/tt5168192/,https://www.metacritic.com/movie/i-daniel-blake?ftag=MCD-06-10aaa1c,Drama,R,58500,78,R,100 min,"
After surviving a heart-attack, a 59-year-old carpenter must fight bureaucratic forces to receive Employment and Support Allowance.",2016,100,7.9
